id,lead_key,phone,business_name,state,suburb,address,sector_level_1,sector_level_2,sector_level_3,merchant_size_estimate,location_tier,google_rating,google_rating_count
2313565,L_61292812897,61292812897,Furama Cake Shop,NSW,Sydney,"8 Quay St Haymarket, Sydney NSW 2000",F&B,Cafe & Dessert,Cake Shops,Large,High,2.8,4
1037108,L_61293196893,61293196893,A&S Gaitatzis,NSW,Surry Hills,"69 Cooper Street, SURRY HILLS, NSW, 2010",Food & Drink,"Take Away Food, Pizza, Fish & Chips Shops",,Large,High,,
2313763,L_61293371190,61293371190,Scottish & Newcastle,NSW,Sydney,94 Hopetoun Avenue 2030 Sydney - Vaucluse,F&B,Dine-in Restaurant,Brasserie,Large,High,,
2313788,L_61293571640,61293571640,The Village,NSW,Sydney,"1 Kellett Wy Potts Point, Sydney NSW 2011",F&B,Dine-in Restaurant,Restaurants,Large,High,4.9,12
1037337,L_61294116370,61294116370,Sydney Sandwich Shop,NSW,Chatswood,"473 Victoria Avenue, CHATSWOOD, NSW, 2067",Food & Drink,"Take Away Food, Pizza, Fish & Chips Shops",Restaurant,Large,High,4.8,325
2316847,L_61294116880,61294116880,KFC Chatswood Westfield Food Court,NSW,Chatswood,"Westfield Shopping Centre, Shop 430/1 Anderson St, Chatswood NSW 2067, Australia",F&B,Quick-Service / Takeaway,Fried chicken takeaway,Large,High,3.4,318
2310912,L_61294279789,61294279789,Maydanoz Restaurant Bar,NSW,Sydney,"1/50 Carrington St, Sydney NSW 2000, Australia",F&B,International Restaurant,Turkish restaurant,Large,High,4.7,539
1030085,L_61294363250,61294363250,Deli Panino Gourmet Cafe,NSW,Crows Nest,"114 Willoughby Rd, CROWS NEST, NSW, 2065",Food & Beverage,Cafes & Snack bars,Restaurant,Large,High,4.6,74
2308305,L_61295523577,61295523577,The Spice Lounge Indian Cuisine,NSW,Pyrmont,"Suite 1G/55 Miller St, Pyrmont NSW 2009, Australia",F&B,Dine-in Restaurant,Restaurant,Large,High,4.1,453
993181,L_61295500260,61295500260,Pailin Thai Restaurant,NSW,Parramatta,"262 Parramatta Road, STANMORE, NSW, 2048",Restaurants & Bistros,Restaurants & Bistros,Restaurant,Large,High,5,1
992964,L_61295607107,61295607107,Ligne Noire Paris,NSW,Parramatta,"247 Parramatta Rd, ANNANDALE, NSW, 2038",Restaurant,Perfumes & Fragrances - Retail,French restaurant,Large,High,,
2314134,L_61295715055,61295715055,Sugaroom,NSW,Pyrmont,"Shop 2, 1 Harris St Pyrmont, Sydney NSW 2009",F&B,Dine-in Restaurant,Restaurants,Large,High,4.2,25
1044721,L_61295718255,61295718255,Score Bar,NSW,Pyrmont,"Star City Casino, PYRMONT, NSW, 2009",Food & Dining,Wine & Tapas Bars,Restaurant,Large,High,4.2,1648
2314298,L_61296692970,61296692970,Twin Restaurant,NSW,Sydney,"560 Botany Rd Alexandria, Sydney NSW 2015",F&B,Dine-in Restaurant,Restaurants,Large,High,4.7,84
1037099,L_61296988962,61296988962,Surry Hills Charcoal Chicken,NSW,Surry Hills,"664 Crown Street, SURRY HILLS, NSW, 2010",Food & Drink,"Take Away Food, Pizza, Fish & Chips Shops",,Large,High,4.5,1175
1046750,L_61297466618,61297466618,Valos Holdings Pty Ltd,NSW,Sydney,"C Blk Sydney Markets, HOMEBUSH, NSW, 2140",Fruit & Vegetables,Fruit & Vegetables - Wholesale,,Large,High,3.7,3
1036737,L_61292111337,61292111337,Great Southern Bar,NSW,Haymarket,"717 George St, Haymarket, NSW 2000",Food and Drink,Pubs,Hotel,Large,High,4.4,761
993297,L_61299065735,61299065735,Ban Thip Thai Restaurant Crows Nest,NSW,Crows Nest,"270 Pacific Hwy, CROWS NEST, NSW, 2065",Restaurant,Restaurants & Bistros,Thai restaurant,Large,High,4.7,325
1037627,L_61299250859,61299250859,Taste Buddies,NSW,North Sydney,"Shop 7 77 Berry St, NORTH SYDNEY, NSW, 2060",Food & Drink,"Take Away Food, Pizza, Fish & Chips Shops",Restaurant,Large,High,5,19
898701,L_61299567728,61299567728,Betty's Burgers,NSW,North Sydney,"Shop 4/100 Mount St, North Sydney NSW 2060, Australia",F&B,Quick-Service / Takeaway,Fish and chips takeaway,Large,High,4.7,1134
2314727,L_61299731268,61299731268,Rude Noises,NSW,Sydney,150 Avalon Parade 2107 Sydney - Avalon Beach,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,4.9,109
1010649,L_61393808307,61393808307,Beaux Bar,NSW,Sydney,"284 Sydney Rd,Brunswick,VIC,3056",Restaurant,Takeaways,Bar,Large,High,3.6,298
2296065,L_61401630110,401630110,Yummy Guilin Noodle & BBQ Chatswood,NSW,Chatswood,"1 Anderson Street, Chatswood NSW",F&B,Dine-in Restaurant,restaurant,Large,High,4.5,158
1006001,L_61404000404,61404000404,Yogolicious | Frozen Yogurt,NSW,Parramatta,159-175 Church Street Parramatta Sydney NSW 2150 Australia,Restaurant,Food & Drink,Ice cream  frozen yogurt,Large,High,4.5,31
2314993,L_61417282948,61417282948,Dairy Snow,NSW,Sydney,54 George Street 2030 Sydney - Dover Heights,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,4.2,775
2283123,L_61422346542,61422346542,Sweet Town on George Street,NSW,Haymarket,"730 George Street, G2, Haymarket, NSW 2000",F&B,Dine-in Restaurant,Japanese Asian Sushi Japanesestyle curry Hot pot Crepe Rolls Coffee and tea Desserts,Large,High,4.2,139
2315058,L_61424445085,61424445085,The Carline Collective,NSW,Sydney,Oxford Street 495 2021 Sydney,F&B,Bar / Pub / Nightlife,Café Bar  Club,Large,High,,
2250914,L_61432689821,61432689821,Sneaker Laundry LAB,NSW,Chatswood,"Chatswood Chase Sydney, Shop G023/345 Victoria Ave, Chatswood NSW 2067, Australia",F&B,Dine-in Restaurant,Cafe,Large,High,4.9,411
2315114,L_61433189152,61433189152,Le Courtyard Cafe,NSW,Sydney,226 Canley Vale Road 2166 Sydney - Canley Heights,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,4.2,257
2312028,L_61451919811,61451919811,Square Handmade Bread,NSW,Waterloo,"Shop 7/5 Potter St, Waterloo NSW 2017, Australia",F&B,CafÃ© & Dessert,Bakery,Large,High,3.6,51
2246770,L_61460682576,61460682576,Sumibi Yakiniku (formally Kashiwa Yakiniku),NSW,Crows Nest,"17 Falcon St, Crows Nest NSW 2065, Australia",F&B,Dine-in Restaurant,Yakiniku restaurant,Large,High,4.2,924
2315203,L_61466635353,61466635353,gaycakes.com.au,NSW,Sydney,"6 Cowper Wharf Rd Woolloomooloo, Sydney NSW 2011",F&B,Cafe & Dessert,Cake Decorators,Large,High,4.3,6
2285730,L_61470511272,61470511272,La Rosha Happy Manoosh ,NSW,Sydney,"2-4 Burnett St Merrylands Nsw , Sydney, NSW 2160",F&B,Quick-Service / Takeaway,Breakfast and brunch Pizza Lebanese,Large,High,4.8,187
2311196,L_61478961703,61478961703,Bami Hoa,NSW,Sydney,"580 George St, Sydney NSW 2000, Australia",F&B,CafÃ© & Dessert,Bakery,Large,High,3.9,28
2251233,L_61481386633,61481386633,The Zungle,NSW,Parramatta,"329 Church St, Parramatta NSW 2150, Australia",F&B,Dine-in Restaurant,Barbecue restaurant,Large,High,4.7,683
2246814,L_61489067795,61489067795,Bibbs Kent Street,NSW,Sydney,"Shop 12A/275 Kent St, Sydney NSW 2000, Australia",F&B,Dine-in Restaurant,Korean restaurant,Large,High,4.7,12
2315663,L_61280045209,61280045209,Guzman y Gomez - Northpoint,NSW,North Sydney,"Shop 16 Level 8/100 Miller St, North Sydney NSW 2060, Australia",F&B,International Restaurant,Mexican restaurant,Large,High,4.2,450
2316320,L_61290116242,61290116242,KFC St Leonards,NSW,St Leonards,"The Forum, Shop 6P4/203 Pacific Hwy, St Leonards NSW 2065, Australia",F&B,Quick-Service / Takeaway,Fried chicken takeaway,Large,High,3.2,238
2313227,L_61292115152,61292115152,Michel's Patisserie,NSW,Sydney,"Railway Sq, Buslink Shop 13, Central Railway Sydney NSW 2000",F&B,Cafe & Dessert,Cake Shops,Large,High,3.8,100
995588,L_61292112232,61292112232,Zilver Restaurant,NSW,Sydney,"477 Pitt St, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,,Large,High,2.7,273
2303175,L_61292113118,61292113118,Super Chef BBQ,NSW,Haymarket,"Market City, Level 1 Food Court, Shop R1.05/13 Hay St, Haymarket NSW 2000, Australia",F&B,Dine-in Restaurant,Barbecue restaurant,Large,High,3.8,203
1044747,L_61292120007,61292120007,Nagoya Yakiniku Japanese BBQ Restaurant,NSW,Sydney,"Shop 3, 78 Harbour St, Sydney, NSW, 2000",Restaurant,Takeaways,Yakiniku,Large,High,4.8,474
1017056,L_61292334652,61292334652,Noble House Chinese Restaurant,NSW,Sydney,"21 Bent St, Sydney, NSW 2000",Food & Drink,Restaurants,,Large,High,3.8,368
988962,L_61292472937,61292472937,Sydney Cove Oyster Bar The,NSW,Sydney,"1 Circular Qy E, SYDNEY CBD, NSW, 2000",Restaurant,Restaurants & Bistros,Yelp 70 Â· Seafood restaurant,Large,High,4.3,1233
1022916,L_61292812474,61292812474,Crumbs Cake Shop,NSW,Surry Hills,"84 Devonshire St, SURRY HILLS, NSW 2010",Foods,Foods,Restaurant,Large,High,4.4,18
2316629,L_61292649566,61292649566,Grill'd Galeries,NSW,Sydney,"The Galeries, 500 George St, Sydney NSW 2000, Australia",F&B,Dine-in Restaurant,Restaurant,Large,High,3.8,1063
2310245,L_61293314800,61293314800,The Dolphin Hotel,NSW,Surry Hills,"412 Crown St, Surry Hills NSW 2010, Australia",F&B,Bar / Pub / Nightlife,Pub,Large,High,4,1810
992760,L_61293605050,61293605050,LOtel Bar & Bistro,NSW,Darlinghurst,"231 Victoria St, DARLINGHURST, NSW, 2010",Restaurants & Bistros,Restaurants & Bistros,,Large,High,4.4,202
2252861,L_61293805941,61293805941,Blue Angel Restaurant,NSW,Darlinghurst,"223 Palmer St, Darlinghurst NSW 2010, Australia",F&B,Dine-in Restaurant,Seafood restaurant,Large,High,4.2,491
1043245,L_61293808100,61293808100,The Corner Pizzeria,NSW,Surry Hills,"Shop 2,414 Bourke St,Surry Hills,NSW,2010",Restaurants,Takeaways,,Large,High,4.3,437
1019035,L_61294175340,61294175340,Vespa Cafe,NSW,Chatswood,"Unit 26b 1-7 Short Street, Chatswood, NSW",Food & Drink,Cafes Chatswood,Restaurant,Large,High,4.7,281
1044492,L_61294195304,61294195304,Terrazza Restaurant,NSW,Chatswood,"Shop 3 405 Victoria Ave, Chatswood, NSW 2067",Restaurants,Pizza Restaurants,,Large,High,4.4,62
998283,L_61294362154,61294362154,Star Bar,NSW,Crows Nest,"9A/7 Clarke St, CROWS NEST, NSW, 2065",Restaurant,"Take Away Food, Pizza, Fish & Chips Shops",Bar,Large,High,4,396
1043061,L_61295583573,61295583573,Danas Deli Cafe,NSW,Sydney,"Shop 2, 54 Park St, Sydney, NSW, 2000",Restaurants,Takeaways,,Large,High,4.4,72
1033399,L_61296357135,61296357135,Pasha Baba,NSW,Parramatta,"L 5 1,175 Church St,Parramatta,NSW,2150",Restaurants,Takeaways,Restaurant,Large,High,4.3,780
2314251,L_61296575060,61296575060,The Owl House,NSW,Darlinghurst,"97 Crown St Darlinghurst, Sydney NSW 2010",F&B,Dine-in Restaurant,Restaurants,Large,High,4.6,673
2314344,L_61296928739,61296928739,Le Petit Tarte Cafe & Patisserie,NSW,Sydney,"219 Glebe Point Rd Glebe, Sydney NSW 2037",F&B,Dine-in Restaurant,Cafe,Large,High,4.5,238
1047511,L_61297468677,61297468677,Lum Yip H & Sons,NSW,Sydney,"C Blk Sydney Mrkts, HOMEBUSH WEST, NSW, 2140",Food & Beverage,Grain & Produce - Distributors,,Large,High,5,1
2250917,L_61298848880,61298848880,Sushi Hub Chatswood,NSW,Chatswood,"340 Victoria Ave, Chatswood NSW 2067, Australia",F&B,Quick-Service / Takeaway,Sushi takeaway,Large,High,3.6,175
990186,L_61299665622,61299665622,"Crows Nest Club Ltd, Crows nest",NSW,Crows Nest,"118 Wiloughby Rd, CROWS NEST, NSW, 2065",Restaurant,Miscellaneous Social & General Clubs,German restaurant,Large,High,3.9,2360
1021422,L_61393888340,61393888340,Roisin Dubh,NSW,Sydney,"68 Sydney Rd, Brunswick, VIC, 3056",Restaurant,Takeaways,Bar,Large,High,4.4,2095
1041321,L_61401525438,61401525438,Gossip tea,NSW,Parramatta,"Cowper Street, , Parramatta ,NSW, , 2150",Food & Beverages,Food & Beverages Supplies & Services,,Large,High,,
2283724,L_61404758794,61404758794,Mira Yaz Manoush & Pizza,NSW,Sydney,"12/2-8 Knox St Belmore , Sydney, NSW 2192",F&B,Quick-Service / Takeaway,Pizza Middle Eastern Comfort Food,Large,High,4.9,69
2282928,L_61411001292,61411001292,The Japanese Bento (Haymarket),NSW,Haymarket,"401 Sussex St, F1A Sussex Centre, Haymarket, NSW 2000",F&B,Dine-in Restaurant,Japanese Japanese set items Asian,Large,High,4.2,1464
2314902,L_61411820038,61411820038,Baba House,NSW,Darlinghurst,44 Darlinghurst Road 2011 Sydney - Potts Point,F&B,Dine-in Restaurant,Restaurant,Large,High,3.4,39
2274838,L_61412193619,61412193619,Bar Hanami,NSW,Surry Hills,"403 Crown St, Surry Hills NSW 2010, Australia",F&B,Dine-in Restaurant,Restaurant,Large,High,5,12
2314925,L_61413061437,61413061437,The Wine Doctor,NSW,Sydney,"Suite 5, Level 5, 377-383 Sussex Street Sydney NSW 2000",F&B,Bar / Pub / Nightlife,Wineries and Vineyards,Large,High,5,1
2314949,L_61414647734,61414647734,Superjet Waterproofing,NSW,Sydney,Sydney NSW 2052,F&B,Dine-in Restaurant,Restaurant Kitchen Equipment,Large,High,3,4
2283854,L_61417853934,61417853934,Sushi Sushi (Clarence St),NSW,Sydney,"02/225 Clarence St, Sydney NSW 2000",F&B,Dine-in Restaurant,Sushi Japanese,Large,High,3.7,18
949597,L_61418797068,61418797068,W HAIR.STUDIO,NSW,Darlinghurst,"155 Little Oxford St, Darlinghurst NSW 2010, Australia",F&B,Dine-in Restaurant,Health food restaurant,Large,High,4.8,229
2315023,L_61421234093,61421234093,Community Meals,NSW,Sydney,"Phillip Street, Sydney NSW 2000",F&B,Others,meals,Large,High,4.4,635
1296877,L_61423224569,423224569,Malay Chinese Taste,NSW,North Sydney,"Shop SFC08/36 Blue St, North Sydney NSW 2060",F&B,Dine-in Restaurant,Take Away Restaurant,Large,High,4.9,38
2282954,L_61424805951,61424805951,Cam On Vietnamese Cuisine,NSW,Haymarket,"Shop R3.10 9-13 Hay Street Haymarket, Level 3 Market City Shopping Centre, NSW 2000",F&B,Dine-in Restaurant,Vietnamese Noodles Healthy,Large,High,4.8,931
2251735,L_61424988365,61424988365,湘芙蓉 Hunan Cuisine,NSW,Waterloo,"Shop3/25 Amelia St, Waterloo NSW 2017, Australia",F&B,Dine-in Restaurant,Restaurant,Large,High,4.8,167
2315153,L_61444558352,61444558352,Community Meals,NSW,Surry Hills,"Marlborough Street, Surry Hills NSW 2010",F&B,Others,meals,Large,High,4.4,635
2311139,L_61448887728,61448887728,Skittle Lane,NSW,Sydney,"40 King St, Sydney NSW 2000, Australia",F&B,CafÃ© & Dessert,Coffee shop,Large,High,,
2293587,L_61452668106,452668106,Chapter Five.1,NSW,Sydney,"171A Castlereagh St, East Sydney NSW",F&B,Dine-in Restaurant,restaurant,Large,High,4.8,117
2284490,L_61466937773,61466937773,Merchants of Ultimo,NSW,Ultimo,"1 Bay St, Ultimo, New South Wales 2007",F&B,Quick-Service / Takeaway,Burgers Pizza Modern Australian,Large,High,4,1228
2286016,L_61468776897,61468776897,"Juicy Bubble Tea Cup-Sydney, NSW",NSW,Sydney,"Seven Hills Plaza, Kiosk 5 - Juice Spot, 224 Prospect Highway,Sydney,NSW 2147",F&B,Cafe & Dessert,Bubble tea,Large,High,4.6,167
1008533,L_61470513440,61470513440,Shriya's Flavours of India,NSW,St Leonards,"205 Pacific Hwy, St Leonards, NSW 2065",Restaurant,Restaurants,Facebook 5 Â· Indian restaurant,Large,High,4.8,883
2311204,L_61481232023,61481232023,UCHILOUNGE / O'Uchi,NSW,Sydney,"80 Clarence St, Sydney NSW 2000, Australia",F&B,International Restaurant,Japanese restaurant,Large,High,4.5,721
1034227,L_61492428888,61492428888,Sydney Swiss Watches,NSW,Sydney,"Level 10 20 Martin Pl, Sydney, NSW 2000",F&B,Dine-in Restaurant,Sichuan restaurant,Large,High,4.6,14
2312042,L_61499311688,61499311688,Two Peck Crispy Chicken,NSW,Waterloo,"Unit 203/17 Lachlan St, Waterloo NSW 2017, Australia",F&B,International Restaurant,Taiwanese restaurant,Large,High,3.7,293
1038615,L_61282128600,61282128600,Lahood and Son,NSW,Sydney,"PO Box 676, Sydney Markets, NSW 2129",Foods,Foods,,Large,High,3.5,402
1035711,L_61289649866,61289649866,Markt,NSW,Sydney,"Martin Place L1 Foodcourt Shop 2,52 Martin Pl,Sydney,NSW,2000",Restaurants,Takeaways,Restaurant,Large,High,4.3,1063
2300124,L_61280681856,61280681856,PappaRich Chatswood,NSW,Chatswood,"Shop 357, Westfield Chatswood Shopping Centre, 1 Anderson St, Chatswood NSW 2067, Australia",F&B,Dine-in Restaurant,Halal restaurant,Large,High,4,1469
2300119,L_61280186617,61280186617,Ramen Zundo Chatswood,NSW,Chatswood,"Chatswood Place, 260 Victoria Ave, Chatswood NSW 2067, Australia",F&B,Dine-in Restaurant,Ramen restaurant,Large,High,4.7,2073
1013008,L_61292123818,61292123818,Sweet Dish Paradise,NSW,Sydney,"39 Dixon St, Sydney, NSW, 2000",Restaurant,Takeaways,Desserts,Large,High,4.7,767
1053547,L_61292126103,61292126103,Sushiroll Uts Pty,NSW,Ultimo,"Ultimo, NSW, 2007",Restaurants,Takeaways,Restaurant,Large,High,4.3,564
991252,L_61292210533,61292210533,Republic Bar & Restaurant,NSW,Sydney,"16 O'Connell St, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,,Large,High,3.9,1006
991780,L_61292234333,61292234333,At Work Bar & Restaurant,NSW,Sydney,"19 Martin Pl, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,,Large,High,4.4,517
992669,L_61292478787,61292478787,Cafe Bar Portioli,NSW,Sydney,"225 George Street, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,Restaurant,Large,High,,
2310777,L_61292513323,61292513323,Tokyo Laundry Sydney,NSW,Sydney,"Gateway Plaza, The Gateway Plaza, 1 Macquarie Pl, Sydney NSW 2000, Australia",F&B,International Restaurant,Japanese restaurant,Large,High,4.2,268
2310836,L_61292649888,61292649888,The Meat & Wine Co Circular Quay - O'Connell St,NSW,Sydney,"2 O'Connell St, Sydney NSW 2000, Australia",F&B,Bar / Pub / Nightlife,Bar,Large,High,4.4,2547
2300176,L_61292421846,61292421846,Minus Seven Frozen Yoghurt Chatswood,NSW,Chatswood,"Westfield Chatswood, Shop 603, Level 6/1 Anderson St, Chatswood NSW 2067, Australia",F&B,CafÃ© & Dessert,Dessert shop,Large,High,4.4,126
2300175,L_61292026000,61292026000,Canton Cafe ç®æ Chatswood,NSW,Chatswood,"Shop 50a/436 Victoria Ave, Chatswood NSW 2067, Australia",F&B,International Restaurant,Cantonese restaurant,Large,High,,
1052720,L_61292818552,61292818552,T&J Fresh Sushi,NSW,Ultimo,"The Qdrt, 60A Mountain St, Ultimo, NSW, 2007",Restaurants,Takeaways,,Large,High,4.2,61
1015992,L_61293181263,61293181263,Terrace Thai,NSW,Surry Hills,"577 Crown St, Surry Hills, NSW, 2010",Restaurant,Restaurants,Yelp 6 Â· Thai restaurant,Large,High,4.9,72
2300249,L_61299065030,61299065030,Chase Market,NSW,Chatswood,"Shop B56/345 Victoria Ave, Chatswood NSW 2126, Australia",F&B,Cafe & Dessert,Fresh food market,Large,High,4.4,49
997256,L_61293606662,61293606662,Gaucho Grill Steakhouse,NSW,Darlinghurst,"73 Stanley St, DARLINGHURST, NSW, 2010",Restaurants & Bistros,Restaurants & Bistros,Restaurant,Large,High,3.6,5
2316786,L_61293804800,61293804800,Grill'd Burgers - Darlinghurst,NSW,Darlinghurst,"241 Crown St, Darlinghurst NSW 2010, Australia",F&B,Dine-in Restaurant,Hamburger restaurant,Large,High,3.9,750
2300295,L_61429191248,61429191248,Jenny âs Bun,NSW,Chatswood,"369 Victoria Ave, Chatswood NSW 2067, Australia",F&B,International Restaurant,Chinese restaurant,Large,High,,
2316803,L_61293876666,61293876666,Grill'd Bondi Junction,NSW,Bondi Junction,"Easts Tower, Suite 402/13 Bronte Rd, Bondi Junction NSW 2022, Australia",F&B,Dine-in Restaurant,Hamburger restaurant,Large,High,4,757
2300338,L_61488656666,61488656666,Sweet Lu Chatswood Chase,NSW,Chatswood,"Chatswood Chase, Shop K0029/345 Victoria Ave, Chatswood NSW 2067, Australia",F&B,CafÃ© & Dessert,Dessert restaurant,Large,High,4.7,45
1047071,L_61294100133,61294100133,Jasmine's Alterations,NSW,Chatswood,"Shop 251 28 Victor St, Chatswood, NSW 2067",F&B,Dine-in Restaurant,Cambodian restaurant,Large,High,3,63
2300336,L_61488116666,61488116666,Dragon Pastry Chatswood,NSW,Chatswood,"345 Victoria Ave, Chatswood NSW 2067, Australia",F&B,CafÃ© & Dessert,Bakery,Large,High,4.4,184
2314110,L_61295660525,61295660525,Spanish Herald,NSW,Sydney,"1 Glebe Point Rd Glebe, Sydney NSW 2037",F&B,Dine-in Restaurant,Restaurants,Large,High,,
2268948,L_61295699157,61295699157,山嘢贵州家菜,NSW,Chatswood,"172 Victoria Ave, Chatswood NSW 2067, Australia",F&B,Dine-in Restaurant,Restaurant,Large,High,4.2,19
1045686,L_61295716510,61295716510,Gladiatori,NSW,Pyrmont,"Shop 5, 16-30 Bunn St, Pyrmont, NSW, 2009",Restaurants,Takeaways,,Large,High,4.1,234
2314199,L_61296237474,61296237474,Accurate Gearcutting & Splining,NSW,Sydney,34 Bent Street 2760 Sydney,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,5,1
988929,L_61296335782,61296335782,Peakview Chinese Restaurant,NSW,Parramatta,"1 Amos St, PARRAMATTA, NSW, 2150",Restaurants & Bistros,Restaurants & Bistros,Restaurant,Large,High,4.5,1392
2314257,L_61296602033,61296602033,Greek Herald,NSW,Sydney,"1 Glebe Point Rd Glebe, Sydney NSW 2037",F&B,Dine-in Restaurant,Restaurants,Large,High,,
2285854,L_61296624321,61296624321,La Cantina Café on Kent,NSW,Sydney,"321 Kent St, Sydney, NSW 2000",F&B,Cafe & Dessert,Breakfast and brunch Lebanese Bakery,Large,High,4.6,83
1013940,L_61296996736,61296996736,Dinky Di Pies Pastries,NSW,Surry Hills,"420 Elizabeth St, Surry Hills, NSW, 2010",Restaurants,Takeaways,,Large,High,,
2314392,L_61296999656,61296999656,Dibella Coffee Roasting Warehouse,NSW,Surry Hills,"50 Holt St Surry Hills, Sydney NSW 2010",F&B,Cafe & Dessert,Coffee Wholesale,Large,High,4.7,3
1004963,L_61297466666,61297466666,Colonial Wholesale Meat Co Pty Ltd,NSW,Parramatta,"136 Parramatta Rd, Homebush, NSW 2140",Foods,Foods,Meat wholesaler,Large,High,5,1
2301016,L_61403538199,61403538199,Norimono,NSW,Crows Nest,"69 Willoughby Rd, Crows Nest NSW 2065, Australia",F&B,International Restaurant,Japanese restaurant,Large,High,4.3,90
2301021,L_61405731580,61405731580,Hecho en Mexico - Crows Nest,NSW,Crows Nest,"67 Willoughby Rd, Crows Nest NSW 2065, Australia",F&B,International Restaurant,Mexican restaurant,Large,High,4.5,363
1037237,L_61298939693,61298939693,Eatery 33,NSW,Parramatta,"123 Alfred St, PARRAMATTA, NSW, 2150",Food & Drink,"Take Away Food, Pizza, Fish & Chips Shops",Food delivery service,Large,High,4.5,41
2301131,L_61282013862,61282013862,Mad Mex Crown St (Darlinghurst),NSW,Darlinghurst,"Unit 2/241 Crown St, Darlinghurst NSW 2010, Australia",F&B,International Restaurant,Mexican restaurant,Large,High,4,457
2301195,L_61403996519,61403996519,Rebels N Misfits - Darlinghurst,NSW,Darlinghurst,"3/257 Crown St, Darlinghurst NSW 2010, Australia",F&B,CafÃ© & Dessert,Cafe,Large,High,4.9,153
1015761,L_61299546146,61299546146,Safi,NSW,North Sydney,"55 Ridge St, North Sydney, NSW, 2060",Restaurants,Takeaways,Restaurant,Large,High,5,191
2291204,L_61299552199,61299552199,Limelight Cafe &amp; Restaurant,NSW,Sydney,"Limelight Cafe & Restaurant, 62 Clark Road, North Sydney, New South Wales 2060",F&B,Others,Food,Large,High,4.2,384
2301222,L_61430363685,61430363685,Essence & Brew,NSW,Darlinghurst,"320-324B Victoria St, Darlinghurst NSW 2010, Australia",F&B,CafÃ© & Dessert,Cafe,Large,High,5,54
2301217,L_61426258581,61426258581,Black Bottle,NSW,Darlinghurst,"Shop 2/118/116 Darlinghurst Rd, Darlinghurst NSW 2010, Australia",F&B,Dine-in Restaurant,Restaurant,Large,High,4.7,351
1030002,L_61299668608,61299668608,Zach's Kafe Kitchen,NSW,St Leonards,"1/29-57 Christie St, ST LEONARDS, NSW, 2065",Food & Beverage,Cafes & Snack bars,,Large,High,4.4,1899
2301009,L_61299669512,61299669512,The Nest Cafe,NSW,Crows Nest,"117 Willoughby Rd, Crows Nest NSW 2065, Australia",F&B,CafÃ© & Dessert,Coffee shop,Large,High,4.2,74
2310934,L_61299679265,61299679265,The Melting Cheese,NSW,Sydney,"Level 1/88 Liverpool St, Sydney NSW 2000, Australia",F&B,CafÃ© & Dessert,Cafe,Large,High,4.8,1311
2314749,L_61299799288,61299799288,Betel,NSW,Sydney,1 Jubilee Avenue 2102 Sydney - Warriewood,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,4.7,206
2301239,L_61478036166,61478036166,Stanley's on Stanley,NSW,Darlinghurst,"79 Stanley St, Darlinghurst NSW 2010, Australia",F&B,Bar / Pub / Nightlife,Cocktail bar,Large,High,4.5,131
2282909,L_61403252818,61403252818,Saigon Taste Eatery (Sydney),NSW,Sydney,"645/303 Castlereagh St, Sydney, NSW 2000",F&B,Dine-in Restaurant,Vietnamese Noodles Asian,Large,High,4.6,237
2293018,L_61405140747,405140747,Momo’s Hunt,NSW,Parramatta,"111 Parramatta Road, Granville NSW",F&B,Dine-in Restaurant,restaurant,Large,High,4.3,244
2310294,L_61406837907,61406837907,Tippled Cocktail Classes,NSW,Surry Hills,"80 Commonwealth St, Surry Hills NSW 2010, Australia",F&B,Bar / Pub / Nightlife,Cocktail bar,Large,High,5,137
2283679,L_61408680368,61408680368,Goshu Ramen,NSW,Sydney,"5 York St, Sydney NSW 2000",F&B,Dine-in Restaurant,Japanese Asian Asianfusion,Large,High,3.8,504
2300272,L_61414361022,61414361022,"Sweedibles - Custom Cookies, Cakes and Cupcakes",NSW,Chatswood,"CUSTOM ORDER AND BY APPOINTMENT ONLY, 9 Railway St, Chatswood NSW 2067, Australia",F&B,CafÃ© & Dessert,Cake shop,Large,High,5,25
2255199,L_61423622199,61423622199,Itzsan Yakiniku Chatswood,NSW,Chatswood,"South tower, Shop8,1/5 Railway St, Chatswood NSW 2067, Australia",F&B,Dine-in Restaurant,Yakiniku restaurant,Large,High,4.7,1104
2315064,L_61424859488,61424859488,Cake Cre8 By Debbi-Lee,NSW,Sydney,Sydney NSW 2000,F&B,Cafe & Dessert,Cake Decorators,Large,High,,
1019103,L_61430705785,61430705785,Cafe@Flinders,NSW,Darlinghurst,"Shop 1 58A Flinders St, Darlinghurst, NSW",Food & Drink,Cafes Darlinghurst,,Large,High,5,17
